rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
424,OQ HAIR Highlight 4/27 Burmese Curly Crochet Human Hair With Miracle Knots Boho Braids Time-Saving Wear #SohoChic #TikTokShopBackToSchool,,1632.0,11.1,3979.0,28.2,3.0,,OQ HAIR SHOP,真人发全机制头套,,,products_sales_us.csv,60.0,46.0,15.0,20.0,60.0,60.0,50.2,40.8,43.0,
171,[26 inch only $119] Afterblack Burmese Curly Glueless Half Wig For Women Seamless Flip Over Drawstring Wig Wear Go Half Wig Invisible Hairline Glueless Curly Human Hair Beginner Friendly #HairStyle #TikTokShopSpringGlowUp#Summervibes#tiktokshopsummersale,,2834.0,28.5,6479.0,66.46,1.0,,After Black Hair Shop,真人发全机制头套,,,products_sales_us.csv,60.0,50.4,5.0,20.0,60.0,60.0,53.3,38.2,42.9,
277,Tuneful Half Wig 3 IN 1 Burmese Curly Human Hair Wigs For Women 180% Density Glueless Kinky Culry Human Hair Wigs Wig With Drawstring Seamless Clip Ins Flip Over Quick Install For Women,,2192.0,14.71,3.42,218.72,1.0,,Tuneful Hair,真人发全机制头套,,,products_sales_us.csv,60.0,50.0,5.0,20.0,60.0,60.0,53.0,38.2,42.8,
452,Karlami Burmese Curly Human Hair Bundles with Twist Out Ends Unprocessed Brazilian Virgin Hair Spiral Curls Human Hair Quick Weave Extensions Natural Black,,1549.0,4.18,1.17,32.81,1.0,,Karlami Hair Vendor,真人发接发&发片,,,products_sales_us.csv,60.0,49.8,5.0,20.0,60.0,60.0,52.9,38.2,42.7,
258,Tuneful HD Transparent 13x6 Lace Front Hair Wigs P4/27 Highlight Pre Plucked Body Wave Human Hair Wig 180% Density 99j Lace Frontal Wigs For Women,,2254.0,15.85,5.94,387.2,1.0,,Tuneful Hair,真人发前蕾丝头套,,,products_sales_us.csv,60.0,49.4,5.0,20.0,60.0,60.0,52.6,38.2,42.6,
471,"Obsidian & Black Tourmaline Bracelet - Manifestation & Protection Prosperity Crystal Beads Jewelry for Men & Women, Christmas Gift, Gifts for Mother's Day, Valentine's, Birthday, Anniversary, Black Grounding Stone Beaded Bracelet backtoschool",,1504.0,1.12,1.21,7.67,1.0,,Charmed Matrix,手环与手链,,,products_sales_us.csv,60.0,49.4,5.0,20.0,60.0,60.0,52.6,38.2,42.6,
216,[Hot] Vinisay 12A Brazilian Virgin 100% Human Hair Bundles Body Wave Straight Deep Wavy 12''–30'' Quick Weave Sew in Extensions Natural Black,,2509.0,4.59,9513.0,17.16,1.0,,Vinisay Hair Shop,真人发接发&发片,,,products_sales_us.csv,60.0,49.2,5.0,20.0,60.0,60.0,52.4,38.2,42.5,
231,13x6 Deep Wave Lace Front Wigs 30 Inch 4/27 Honey Blonde Human Hair Pre Plucked Highlight Ombre HD Lace Frontal Wig With Baby Hair for Women,,2429.0,17.36,8339.0,60.25,1.0,,Zlzlblbl Hair Factory Store,真人发前蕾丝头套,,,products_sales_us.csv,60.0,48.9,5.0,20.0,60.0,60.0,52.2,38.2,42.4,
241,"Vinisay Hair Bundles with 4x4/13x4 Closure, 12A Raw Indian Body Wave Real Human Hair, Natural Black Sew-in Weave Extensions, Bodywave Hair",,2380.0,6.18,7779.0,22.55,1.0,,Vinisay Hair Shop,真人发接发&发片,,,products_sales_us.csv,60.0,48.7,5.0,20.0,60.0,60.0,52.1,38.2,42.4,
310,Hot Star 613 Blonde and Neon Red 180 Density Straight and Body Wave HD Transparent 13x6 Lace Front Human Hair Wigs for Women Glueless Brazilian hair Lace Frontal PrePlucked Wig,,2036.0,13.63,5.77,368.62,1.0,,Hot Star Hair,真人发前蕾丝头套,,,products_sales_us.csv,60.0,48.6,5.0,20.0,60.0,60.0,52.0,38.2,42.3,
267,Pobokix Burmese Curly 3 IN 1 Half Wigs Human Hair Glueless Wig Human Hair Half Wig Drawstring 200% Density Burmese Curly Hair Half Wig For Women,,2206.0,19.81,4016.0,34.49,1.0,,Pobokix,真人发全机制头套,,,products_sales_us.csv,60.0,48.1,5.0,20.0,60.0,60.0,51.7,38.2,42.2,
345,Cute Bein 40 Inch 613 Blonde 13x6 HD Lace Frontal Wigs Pre Plucked 613 Blonde Corlored Lace Front Human Hair Wigs For Women Can Be Dyed & Restyle,,1868.0,13.66,4.19,257.43,1.0,,Cute Bein Hair Shop,真人发前蕾丝头套,,,products_sales_us.csv,60.0,48.2,5.0,20.0,60.0,60.0,51.8,38.2,42.2,
368,【V Part Wig No.1】Mamushow V Part Wigs With Invisible Strap Drawstring 100% Human Virgin Hair Body Wave Glueless Wig 180% Density Curly Wigs Natural Black #TikTokShopBackToSchool#SohoChic,,1799.0,12.89,3.74,205.09,1.0,,Mamushow Hair Fashion,真人发全机制头套,,,products_sales_us.csv,60.0,48.1,5.0,20.0,60.0,60.0,51.7,38.2,42.2,
498,[Super Deal] Hot Star 40Inch 613 Blonde Body Wave 13x6 HD Transparent Lace Frontal Human Hair Wigs 180% Density Brazilian Hiar Straight 13x4 Lace Front Human Hair Wigs,,1451.0,11.13,1.53,97.52,1.0,,Hot Star Hair,真人发前蕾丝头套,,,products_sales_us.csv,60.0,48.3,5.0,20.0,60.0,60.0,51.8,38.2,42.2,
359,【26“ only $130】Mamushow 3 in 1 Half Wig Burmese Curly 100% Human Virgin Hair Seamless Flip Over Beginner Friendly Glueless Wear & Go Drawstring Clip in Wig Black Color 14-26 Inch 200% Density #TikTokShopBackToSchool#SohoChic,,1833.0,18.35,6469.0,52.11,1.0,,Mamushow Hair Fashion,真人发全机制头套,,,products_sales_us.csv,60.0,46.7,5.0,20.0,60.0,60.0,50.7,38.2,41.8,
369,[30inch only $118]Zlzlblbl 13x6 Deep Wave Lace Front Wig Human Hair Pre Plucked 99J Burgundy HD Lace Front Wigs Wine Red Colored Transparent Lace Front Wig Human Hair Pre Plucked With Baby Hair tiktokshopspringglowup Kinky Curly Wig,,1793.0,12.45,5179.0,37.03,1.0,,Zlzlblbl Hair Factory Store,真人发前蕾丝头套,,,products_sales_us.csv,60.0,46.6,5.0,20.0,60.0,60.0,50.6,38.2,41.7,
414,[3 In 1 Half Wig] Kinky Curly Half Wig Human Hair Beginners Friendly 180% Density Machine Made Burmese Curly Half Wig and V Part Wigs For Women Natural Color,,1655.0,9.84,7513.0,37.21,1.0,,BABOSHOW,真人发全机制头套,,,products_sales_us.csv,60.0,46.1,5.0,20.0,60.0,60.0,50.2,38.2,41.6,
500,"Vinisay 15A Body Wave Raw Human Hair Bundles with 4x4 Closure, Blonde Brown Highlight #T1B/P4/27 Hair Extension, Unprocessed Virgin Weave for Women, Soft, Elastic, Breathable, Casual, All Weather, Elasticity, Breathability, Bundles Of Human Hair",,1449.0,3.71,2654.0,7.29,1.0,,Vinisay Hair Shop,真人发接发&发片,,,products_sales_us.csv,60.0,45.3,5.0,20.0,60.0,60.0,49.7,38.2,41.3,
354,"GOO GOO Hair Extensions Elf Curl Clip in Human Hair Extensions, 7pcs/9pcs 18-24inch curly hair，Elf Curl Clip in Human Hair Double Weft Natural Curl Hair Full Head for Women summer hairstyles #tiktokshopbacktoschool #sohochic",85.4,1848.0,20.34,8919.0,88.68,5.0,,GOO GOO,真人发接发&发片,,,products_sales_us.csv,40.0,46.8,25.0,20.0,60.0,60.0,50.7,36.2,40.8,
251,1 Count Skinlike HD Wig Caps Invisible Breathable Wig Cap,99.0,2313.0,24.99,9727.0,104.63,1.0,,Mamushow Hair Fashion,头绳,,,products_sales_us.csv,40.0,48.5,5.0,20.0,60.0,60.0,51.9,31.2,38.3,
302,1 Count Soft Scrunchies Random Color,99.0,2079.0,22.87,4913.0,54.75,1.0,,Mamushow Hair Fashion,头绳,,,products_sales_us.csv,40.0,47.6,5.0,20.0,60.0,60.0,51.3,31.2,38.0,
